COGs IDS	COG_Ids	func	name
COG4529	COG4529	R	Uncharacterized NAD(P)/FAD-binding protein YdhS
COG4530	COG4530	S	Uncharacterized protein
COG4531	COG4531	P	ABC-type Zn2+ transport system, periplasmic component/surface adhesin
COG4535	COG4535	P	Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains
COG4536	COG4536	P	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains
COG4539	COG4539	S	Uncharacterized membrane protein YGL010W
COG4540	COG4540	X	Phage P2 baseplate assembly protein gpV
COG4544	COG4544	S	Uncharacterized conserved protein
COG4547	COG4547	H	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib...
COG4548	COG4548	P	Nitric oxide reductase activation protein
COG4551	COG4551	R	Predicted protein tyrosine phosphatase
COG4552	COG4552	R	Predicted acetyltransferase
COG4553	COG4553	I	Poly-beta-hydroxyalkanoate depolymerase
COG4555	COG4555	C	ABC-type Na+ transport system, ATPase component NatA
COG4558	COG4558	P	ABC-type hemin transport system, periplasmic component
COG4559	COG4559	P	ABC-type hemin transport system, ATPase component
COG4564	COG4564	T	Signal transduction histidine kinase
COG4565	COG4565	K	Response regulator of citrate/malate metabolism
COG4566	COG4566	T	Two-component response regulator, FixJ family, consists of REC and HTH domains
COG4567	COG4567	T	Two-component response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains
COG4568	COG4568	K	Transcriptional antiterminator Rof (Rho-off)
COG4569	COG4569	Q	Acetaldehyde dehydrogenase (acetylating)
COG4570	COG4570	L	Holliday junction resolvase RusA (prophage-encoded endonuclease)
COG4571	COG4571	M	Outer membrane protease
COG4573	COG4573	G	Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ
COG4574	COG4574	O	Serine protease inhibitor ecotin
COG4575	COG4575	J	Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family
COG4576	COG4576	Q	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM
COG4578	COG4578	K	DNA-binding transcriptional regulator of glucitol operon
COG4579	COG4579	T	Isocitrate dehydrogenase kinase/phosphatase
COG4580	COG4580	G	Maltoporin (phage lambda and maltose receptor)
COG4581	COG4581	L	Superfamily II RNA helicase
COG4582	COG4582	D	Cell division protein ZapD, interacts with FtsZ
COG4583	COG4583	E	Sarcosine oxidase gamma subunit
COG4584	COG4584	X	Transposase
COG4585	COG4585	T	Signal transduction histidine kinase
COG4588	COG4588	M	Accessory colonization factor AcfC, contains ABC-type periplasmic domain
COG4589	COG4589	R	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase
COG4590	COG4590	R	ABC-type uncharacterized transport system, permease component
COG4591	COG4591	M	ABC-type transport system, involved in lipoprotein release, permease component
COG4597	COG4597	E	ABC-type amino acid transport system, permease component
COG4598	COG4598	E	ABC-type histidine transport system, ATPase component
COG4603	COG4603	R	ABC-type uncharacterized transport system, permease component
COG4604	COG4604	P	ABC-type enterochelin transport system, ATPase component
COG4605	COG4605	P	ABC-type enterochelin transport system, permease component
COG4606	COG4606	P	ABC-type enterochelin transport system, permease component
COG4607	COG4607	P	ABC-type enterochelin transport system, periplasmic component
COG4608	COG4608	E	ABC-type oligopeptide transport system, ATPase component
COG4615	COG4615	P	ABC-type siderophore export system, fused ATPase and permease components
COG4618	COG4618	U	ABC-type protease/lipase transport system, ATPase and permease components
COG4623	COG4623	M	Membrane-bound lytic murein transglycosylase MltF
COG4624	COG4624	C	Iron only hydrogenase large subunit, C-terminal domain
COG4625	COG4625	S	Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain
COG4626	COG4626	X	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
COG4628	COG4628	S	Uncharacterized conserved protein, DUF2132 family
COG4630	COG4630	F	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A
COG4631	COG4631	F	Xanthine dehydrogenase, molybdopterin-binding subunit B
COG4632	COG4632	G	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...
COG4635	COG4635	H	Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)
COG4637	COG4637	R	Predicted ATPase
COG4638	COG4638	P	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
COG4639	COG4639	R	Predicted kinase
COG4642	COG4642	S	Uncharacterized conserved protein
COG4643	COG4643	X	Uncharacterized domain associated with phage/plasmid primase
COG4644	COG4644	X	Transposase and inactivated derivatives, TnpA family
COG4645	COG4645	S	Uncharacterized protein
COG4646	COG4646	L	Adenine-specific DNA methylase, N12 class
COG4648	COG4648	S	Uncharacterized membrane protein
COG4650	COG4650	K	Sigma54-dependent transcription regulator containing an AAA-type ATPase domain and a DNA-binding domain
COG4651	COG4651	P	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain
COG4653	COG4653	X	Predicted phage phi-C31 gp36 major capsid-like protein
COG4654	COG4654	C	Cytochrome c551/c552
COG4655	COG4655	S	Uncharacterized membrane protein
COG4656	COG4656	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit
COG4657	COG4657	C	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit
COG4658	COG4658	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit
COG4659	COG4659	C	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfG subunit
COG4660	COG4660	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit
COG4662	COG4662	P	ABC-type tungstate transport system, periplasmic component
COG4663	COG4663	Q	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component
COG4664	COG4664	Q	TRAP-type mannitol/chloroaromatic compound transport system, large permease component
COG4665	COG4665	Q	TRAP-type mannitol/chloroaromatic compound transport system, small permease component
COG4666	COG4666	R	TRAP-type uncharacterized transport system, fused permease components
COG4667	COG4667	I	Predicted phospholipase, patatin/cPLA2 family
COG4668	COG4668	G	Mannitol/fructose-specific phosphotransferase system, IIA domain
COG4669	COG4669	U	Type III secretory pathway, lipoprotein EscJ
COG4670	COG4670	I	Acyl CoA:acetate/3-ketoacid CoA transferase
COG4671	COG4671	R	Predicted glycosyl transferase
COG4672	COG4672	X	Phage-related protein
COG4674	COG4674	R	ABC-type uncharacterized transport system, ATPase component
COG4675	COG4675	S	Microcystin-dependent protein  (function unknown)
COG4676	COG4676	S	Uncharacterized conserved protein YfaP, DUF2135 family
COG4677	COG4677	I	Pectin methylesterase and related acyl-CoA thioesterases
COG4678	COG4678	X	Muramidase (phage lambda lysozyme)
COG4679	COG4679	X	Phage-related protein
COG4680	COG4680	J	mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module
COG4681	COG4681	S	Uncharacterized conserved protein YaeQ, suppresses RfaH defect
COG4682	COG4682	S	Uncharacterized membrane protein YiaA
COG4683	COG4683	S	Uncharacterized protein
COG4688	COG4688	S	Uncharacterized protein
COG4692	COG4692N	N	NA
COG4694	COG4694N	N	NA
COG4695	COG4695	X	Phage portal protein BeeE
COG4704	COG4704	S	Uncharacterized conserved protein, DUF2141 family
COG4705	COG4705	S	Uncharacterized membrane-anchored protein
COG4706	COG4706	I	Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain
COG4710	COG4710	R	Predicted DNA-binding protein with an HTH domain
COG4711	COG4711	S	Uncharacterized membrane protein
COG4714	COG4714	S	Uncharacterized membrane-anchored protein
COG4716	COG4716	S	Myosin-crossreactive antigen  (function unknown)
COG4717	COG4717	S	Uncharacterized protein YhaN
COG4718	COG4718	X	Phage-related protein
COG4721	COG4721	H	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component
COG4723	COG4723	X	Phage-related protein, tail component
COG4724	COG4724	G	Endo-beta-N-acetylglucosaminidase D
COG4726	COG4726	W	Tfp pilus assembly protein PilX
COG4727	COG4727N	N	NA
COG4728	COG4728	S	Uncharacterized protein
COG4729	COG4729N	N	NA
COG4731	COG4731	S	Uncharacterized conserved protein, DUF2147 family
COG4733	COG4733	X	Phage-related protein, tail component
COG4735	COG4735	S	Uncharacterized protein YaaW, UPF0174 family
COG4736	COG4736	C	Cbb3-type cytochrome oxidase, subunit 3
COG4737	COG4737	S	Uncharacterized protein
COG4741	COG4741	F	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase
COG4748	COG4748	S	Uncharacterized protein
COG4757	COG4757N	N	NA
COG4760	COG4760N	N	NA
COG4764	COG4764	S	Uncharacterized protein
COG4765	COG4765	S	Uncharacterized protein
COG4767	COG4767	V	Glycopeptide antibiotics resistance protein
COG4768	COG4768	S	Uncharacterized protein YoxC, contains an MCP-like domain
COG4770	COG4770	I	Acetyl/propionyl-CoA carboxylase, alpha subunit
COG4771	COG4771	P	Outer membrane receptor for ferrienterochelin and colicins
COG4772	COG4772	P	Outer membrane receptor for Fe3+-dicitrate
COG4773	COG4773	P	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
COG4774	COG4774	P	Outer membrane receptor for monomeric catechols
COG4775	COG4775	M	Outer membrane protein assembly factor BamA
COG4778	COG4778	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
COG4782	COG4782	R	Esterase/lipase superfamily enzyme
COG4783	COG4783	R	Putative Zn-dependent protease, contains TPR repeats
COG4784	COG4784	R	Putative Zn-dependent protease
COG4785	COG4785	M	Lipoprotein NlpI, contains TPR repeats
COG4786	COG4786	N	Flagellar basal body rod protein FlgG
COG4787	COG4787	N	Flagellar basal body rod protein FlgF
COG4789	COG4789	U	Type III secretory pathway, component EscV
COG4790	COG4790	U	Type III secretory pathway, component EscR
COG4791	COG4791	U	Type III secretory pathway, component EscT
COG4792	COG4792	U	Type III secretory pathway, component EscU
COG4794	COG4794	U	Type III secretory pathway, component EscS
COG4795	COG4795	U	Type II secretory pathway, component PulJ
COG4796	COG4796	U	Type II secretory pathway, component HofQ
COG4798	COG4798	R	Predicted methyltransferase
COG4799	COG4799	I	Acetyl-CoA carboxylase, carboxyltransferase component
COG4803	COG4803	S	Uncharacterized membrane protein
COG4804	COG4804	R	Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family
COG4805	COG4805	S	Uncharacterized conserved protein, DUF885 familyt
COG4807	COG4807	S	Uncharacterized conserved protein YehS, DUF1456 family
COG4811	COG4811	S	Uncharacterized membrane protein YobD, UPF0266 family
COG4813	COG4813	G	Trehalose utilization protein
COG4815	COG4815	S	Uncharacterized protein
COG4820	COG4820	E	Ethanolamine utilization protein EutJ, possible chaperonin
COG4823	COG4823	V	Abortive infection bacteriophage resistance protein
COG4829	COG4829	Q	Muconolactone delta-isomerase
COG4834	COG4834	S	Uncharacterized protein
COG4845	COG4845	V	Chloramphenicol O-acetyltransferase
COG4850	COG4850N	N	NA
COG4852	COG4852	S	Uncharacterized membrane protein
COG4853	COG4853	T	Two-component signal transduction system YycFG, regulatory protein YycI
COG4859	COG4859	S	Uncharacterized protein
COG4862	COG4862		Negative regulator of genetic competence, sporulation and motility
COG4863	COG4863	T	Two-component signal transduction system YycFG, regulatory protein YycH
COG4872	COG4872	S	Uncharacterized membrane protein
COG4874	COG4874	S	Uncharacterized protein
COG4877	COG4877	S	Uncharacterized protein
COG4883	COG4883	S	Uncharacterized protein
COG4886	COG4886	K	Leucine-rich repeat (LRR) protein
COG4889	COG4889	R	Predicted helicase
COG4894	COG4894	S	Uncharacterized protein YxjI
COG4898	COG4898	S	Uncharacterized protein
COG4907	COG4907	S	Uncharacterized membrane protein
COG4909	COG4909	Q	Propanediol dehydratase, large subunit
COG4910	COG4910	Q	Propanediol dehydratase, small subunit
COG4912	COG4912	L	3-methyladenine DNA glycosylase AlkD
COG4913	COG4913	S	Uncharacterized protein YPO0396
COG4922	COG4922	R	Predicted SnoaL-like aldol condensation-catalyzing enzyme
COG4924	COG4924	S	Uncharacterized protein
COG4925	COG4925	S	Uncharacterized protein
COG4928	COG4928	R	Predicted P-loop ATPase, KAP-like
COG4929	COG4929	S	Uncharacterized membrane-anchored protein
COG4930	COG4930	O	Predicted ATP-dependent Lon-type protease
COG4936	COG4936	T	Ligand-binding sensor domain
COG4938	COG4938	R	Predicted ATPase
COG4941	COG4941	K	Predicted RNA polymerase sigma factor, contains C-terminal TPR domain
COG4942	COG4942	D	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB
COG4943	COG4943	T	Environmental sensor c-di-GMP phosphodiesterase, contains periplasmic CSS-motif sensor and cytoplasmic EAL domain
COG4946	COG4946	S	Uncharacterized N-terminal domain of tricorn protease
COG4947	COG4947	R	Esterase/lipase superfamily enzyme
COG4948	COG4948	R	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily
COG4951	COG4951	S	Uncharacterized protein
COG4952	COG4952	M	L-rhamnose isomerase
COG4953	COG4953	M	Membrane carboxypeptidase/penicillin-binding protein PbpC
COG4954	COG4954	S	Uncharacterized protein
COG4959	COG4959	U	Type IV secretory pathway, protease TraF
COG4960	COG4960	T	Flp pilus assembly protein, protease CpaA
COG4961	COG4961	W	Flp pilus assembly protein TadG
COG4962	COG4962	W	Pilus assembly protein, ATPase of CpaF family
COG4963	COG4963	U	Flp pilus assembly protein, ATPase CpaE
COG4964	COG4964	U	Flp pilus assembly protein, secretin CpaC
COG4965	COG4965	U	Flp pilus assembly protein TadB
COG4966	COG4966	N	Tfp pilus assembly protein PilW
COG4967	COG4967	N	Tfp pilus assembly protein PilV
COG4968	COG4968	N	Tfp pilus assembly protein PilE
COG4969	COG4969	N	Tfp pilus assembly protein, major pilin PilA
COG4970	COG4970	N	Tfp pilus assembly protein FimT
COG4972	COG4972	N	Tfp pilus assembly protein, ATPase PilM
COG4973	COG4973	L	Site-specific recombinase XerC
COG4974	COG4974	L	Site-specific recombinase XerD
COG4977	COG4977	K	Transcriptional regulator GlxA family, contains an amidase domain and an AraC-type DNA-binding HTH domain
COG4978	COG4978	T	Bacterial effector-binding domain
COG4980	COG4980	R	Gas vesicle protein
COG4983	COG4983	S	Uncharacterized protein, contains Primase-polymerase (Primpol) domain
COG4984	COG4984	S	Uncharacterized membrane protein
COG4987	COG4987	C	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components
COG4988	COG4988	C	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components
COG4989	COG4989	R	Predicted oxidoreductase
COG4991	COG4991	S	Uncharacterized conserved protein YraI
COG4992	COG4992	E	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase
COG4993	COG4993	G	Glucose dehydrogenase
COG4994	COG4994	S	Uncharacterized protein
COG5000	COG5000	T	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation
COG5001	COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain
COG5002	COG5002	T	Signal transduction histidine kinase
COG5004	COG5004	X	P2-like prophage tail protein X
COG5005	COG5005	X	Mu-like prophage protein gpG
COG5006	COG5006	E	Threonine/homoserine efflux transporter RhtA
COG5007	COG5007	T	Acid stress-induced BolA-like protein IbaG/YrbA, predicted regulator of iron metabolism
COG5008	COG5008	W	Tfp pilus assembly protein, ATPase PilU
COG5009	COG5009	M	Membrane carboxypeptidase/penicillin-binding protein
COG5010	COG5010	W	Flp pilus assembly protein TadD, contains TPR repeats
COG5011	COG5011	S	Uncharacterized conserved protein, DUF2344 family
COG5012	COG5012	C	Methanogenic corrinoid protein MtbC1
COG5013	COG5013	P	Nitrate reductase alpha subunit
COG5016	COG5016	C	Pyruvate/oxaloacetate carboxyltransferase
COG5018	COG5018	R	Inhibitor of the KinA pathway to sporulation, predicted exonuclease
COG5019	COG5019	Z	Septin family protein
COG5023	COG5023N	N	NA
COG5029	COG5029	I	Prenyltransferase, beta subunit
COG5039	COG5039	M	Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase
COG5048	COG5048	R	FOG: Zn-finger
COG5053	COG5053N	N	NA
COG5064	COG5064N	N	NA
COG5066	COG5066N	N	NA
COG5078	COG5078	O	Ubiquitin-protein ligase
